ID,Produto,Data de Fabricação,Data Entrega,Tempo entrega,Status,Motivo devolução,Tempo Resolução,Nível de Satisfação
2817,Quadro decorativo,19/05/2022,25/05/2022,6,Aceito,,,3
2818,Armário,20/05/2022,23/05/2022,3,Aceito,,,5
2819,Sofá,20/05/2022,24/05/2022,4,Rejeitado,Danificado durante o transporte,1,2
2820,Tapete,20/05/2022,25/05/2022,5,Aceito,,,4
2821,Estante,20/05/2022,25/05/2022,5,Rejeitado,Defeito no produto,1,2
2822,Tapete,20/05/2022,24/05/2022,4,Aceito,,,5
2823,Cortina,21/05/2022,25/05/2022,4,Aceito,,,5
2824,Cadeira de escritório,21/05/2022,28/05/2022,7,Rejeitado,Defeito no produto,3,1
2825,Cama,22/05/2022,26/05/2022,4,Aceito,,,5
2826,Estante,22/05/2022,25/05/2022,3,Aceito,,,3
2827,Luminária,23/05/2022,24/05/2022,1,Aceito,,,5
2828,Quadro decorativo,23/05/2022,28/05/2022,5,Aceito,,,3
2829,Cama,24/05/2022,27/05/2022,3,Aceito,,,5
2830,Cadeira de escritório,24/05/2022,26/05/2022,2,Rejeitado,Não conformidade,2,1
2831,Tapete,24/05/2022,30/05/2022,6,Aceito,,,5
2832,Sofá,24/05/2022,25/05/2022,1,Aceito,,,3
2833,Cama,25/05/2022,02/06/2022,8,Rejeitado,Danificado durante o transporte,1,4
2834,Tapete,25/05/2022,26/05/2022,1,Rejeitado,Não conformidade,6,1
2835,Estante,25/05/2022,29/05/2022,4,Aceito,,,5
2836,Cortina,26/05/2022,30/05/2022,4,Rejeitado,Insatisfação com Qualidade,6,4
2837,Tapete,26/05/2022,31/05/2022,5,Aceito,,,5
2838,Armário,27/05/2022,31/05/2022,4,Aceito,,,5
2839,Armário,27/05/2022,30/05/2022,3,Rejeitado,Não conformidade,4,2
2840,Quadro decorativo,27/05/2022,01/06/2022,5,Rejeitado,Danificado durante o transporte,3,1
2841,Mesa de jantar,27/05/2022,03/06/2022,7,Aceito,,,3
2842,Estante,28/05/2022,30/05/2022,2,Aceito,,,3
2843,Cortina,28/05/2022,03/06/2022,6,Rejeitado,Insatisfação com Qualidade,1,4
2844,Sofá,28/05/2022,04/06/2022,7,Rejeitado,Defeito no produto,2,2
2845,Cadeira de escritório,29/05/2022,06/06/2022,8,Aceito,,,4
2846,Tapete,29/05/2022,02/06/2022,4,Aceito,,,5
2847,Cortina,30/05/2022,04/06/2022,5,Aceito,,,3
2848,Cadeira de escritório,30/05/2022,05/06/2022,6,Aceito,,,4
2849,Luminária,30/05/2022,02/06/2022,3,Aceito,,,5
2850,Mesa de jantar,31/05/2022,04/06/2022,4,Aceito,,,3
2851,Sofá,01/06/2022,04/06/2022,3,Aceito,,,5
2852,Mesa de jantar,01/06/2022,05/06/2022,4,Rejeitado,Não conformidade,5,1
2853,Cadeira de escritório,01/06/2022,04/06/2022,3,Aceito,,,5
2854,Tapete,01/06/2022,04/06/2022,3,Aceito,,,5
2855,Luminária,01/06/2022,04/06/2022,3,Aceito,,,5
2856,Quadro decorativo,01/06/2022,06/06/2022,5,Aceito,,,3
2857,Sofá,02/06/2022,10/06/2022,8,Aceito,,,5
2858,Cadeira de escritório,02/06/2022,09/06/2022,7,Aceito,,,3
2859,Sofá,02/06/2022,08/06/2022,6,Aceito,,,4
2860,Cortina,02/06/2022,06/06/2022,4,Rejeitado,Defeito no produto,2,2
2861,Cortina,03/06/2022,06/06/2022,3,Rejeitado,Não conformidade,2,1
2862,Sofá,03/06/2022,06/06/2022,3,Rejeitado,Defeito no produto,2,2
2863,Luminária,03/06/2022,06/06/2022,3,Aceito,,,3
2864,Cadeira de escritório,03/06/2022,05/06/2022,2,Aceito,,,4
2865,Tapete,04/06/2022,06/06/2022,2,Aceito,,,5
2866,Armário,04/06/2022,08/06/2022,4,Aceito,,,5
2867,Mesa de jantar,04/06/2022,08/06/2022,4,Rejeitado,Danificado durante o transporte,5,2
2868,Armário,04/06/2022,08/06/2022,4,Aceito,,,3
2869,Cama,04/06/2022,10/06/2022,6,Aceito,,,5
2870,Estante,05/06/2022,08/06/2022,3,Aceito,,,4
2871,Cortina,05/06/2022,07/06/2022,2,Aceito,,,5
2872,Mesa de jantar,05/06/2022,10/06/2022,5,Aceito,,,3
2873,Estante,05/06/2022,09/06/2022,4,Aceito,,,5
2874,Armário,05/06/2022,10/06/2022,5,Aceito,,,5
2875,Mesa de jantar,06/06/2022,11/06/2022,5,Aceito,,,3
2876,Estante,06/06/2022,09/06/2022,3,Rejeitado,Defeito no produto,2,2
2877,Tapete,06/06/2022,10/06/2022,4,Aceito,,,5
2878,Armário,07/06/2022,12/06/2022,5,Aceito,,,5
2879,Mesa de jantar,07/06/2022,11/06/2022,4,Aceito,,,3
2880,Cama,07/06/2022,11/06/2022,4,Rejeitado,Não conformidade,5,1
2881,Armário,07/06/2022,10/06/2022,3,Rejeitado,Insatisfação com Qualidade,3,1
2882,Cadeira de escritório,07/06/2022,15/06/2022,8,Aceito,,,5
2883,Estante,08/06/2022,12/06/2022,4,Aceito,,,5
2884,Cortina,09/06/2022,13/06/2022,4,Aceito,,,5
2885,Luminária,10/06/2022,15/06/2022,5,Aceito,,,4
2886,Quadro decorativo,10/06/2022,11/06/2022,1,Rejeitado,Danificado durante o transporte,3,1
2887,Cadeira de escritório,11/06/2022,19/06/2022,8,Aceito,,,3
2888,Estante,11/06/2022,17/06/2022,6,Aceito,,,3
2889,Estante,11/06/2022,15/06/2022,4,Aceito,,,3
2890,Estante,11/06/2022,16/06/2022,5,Aceito,,,5
2891,Mesa de jantar,12/06/2022,16/06/2022,4,Aceito,,,3
2892,Sofá,12/06/2022,16/06/2022,4,Aceito,,,5
2893,Armário,12/06/2022,18/06/2022,6,Aceito,,,5
2894,Estante,12/06/2022,14/06/2022,2,Aceito,,,4
2895,Mesa de jantar,12/06/2022,14/06/2022,2,Aceito,,,4
2896,Armário,13/06/2022,15/06/2022,2,Aceito,,,4
2897,Mesa de jantar,13/06/2022,20/06/2022,7,Aceito,,,3
2898,Sofá,13/06/2022,21/06/2022,8,Aceito,,,5
2899,Mesa de jantar,13/06/2022,17/06/2022,4,Aceito,,,3
2900,Quadro decorativo,14/06/2022,17/06/2022,3,Aceito,,,4
2901,Cama,15/06/2022,17/06/2022,2,Rejeitado,Danificado durante o transporte,2,1
2902,Luminária,16/06/2022,22/06/2022,6,Rejeitado,Insatisfação com Qualidade,6,4
2903,Armário,16/06/2022,20/06/2022,4,Aceito,,,5
2904,Sofá,17/06/2022,19/06/2022,2,Aceito,,,5
2905,Estante,17/06/2022,19/06/2022,2,Aceito,,,5
2906,Estante,17/06/2022,23/06/2022,6,Rejeitado,Defeito no produto,5,2
2907,Mesa de jantar,18/06/2022,22/06/2022,4,Aceito,,,3
2908,Cortina,19/06/2022,24/06/2022,5,Aceito,,,4
2909,Luminária,19/06/2022,25/06/2022,6,Rejeitado,Insatisfação com Qualidade,1,4
2910,Luminária,19/06/2022,23/06/2022,4,Aceito,,,4
2911,Cortina,19/06/2022,20/06/2022,1,Aceito,,,5
2912,Cama,19/06/2022,21/06/2022,2,Aceito,,,5
2913,Mesa de jantar,20/06/2022,24/06/2022,4,Aceito,,,3
2914,Mesa de jantar,20/06/2022,24/06/2022,4,Rejeitado,Danificado durante o transporte,6,1
2915,Cadeira de escritório,20/06/2022,24/06/2022,4,Rejeitado,Insatisfação com Qualidade,2,2
2916,Cadeira de escritório,20/06/2022,24/06/2022,4,Aceito,,,5
2917,Luminária,20/06/2022,22/06/2022,2,Aceito,,,5
2918,Mesa de jantar,20/06/2022,25/06/2022,5,Aceito,,,3
2919,Quadro decorativo,20/06/2022,24/06/2022,4,Aceito,,,3
2920,Sofá,20/06/2022,24/06/2022,4,Aceito,,,3
2921,Quadro decorativo,21/06/2022,27/06/2022,6,Aceito,,,3
2922,Luminária,21/06/2022,27/06/2022,6,Rejeitado,Não conformidade,2,4
2923,Cadeira de escritório,21/06/2022,26/06/2022,5,Aceito,,,5
2924,Cortina,22/06/2022,30/06/2022,8,Aceito,,,5
2925,Quadro decorativo,22/06/2022,25/06/2022,3,Aceito,,,3
2926,Tapete,22/06/2022,25/06/2022,3,Aceito,,,4
2927,Sofá,22/06/2022,24/06/2022,2,Aceito,,,4
2928,Armário,23/06/2022,25/06/2022,2,Rejeitado,Defeito no produto,5,2
2929,Quadro decorativo,24/06/2022,01/07/2022,7,Aceito,,,3
2930,Cama,24/06/2022,28/06/2022,4,Aceito,,,5
2931,Sofá,25/06/2022,26/06/2022,1,Aceito,,,5
2932,Cortina,26/06/2022,29/06/2022,3,Aceito,,,3
2933,Cama,27/06/2022,03/07/2022,6,Aceito,,,5
2934,Mesa de jantar,27/06/2022,01/07/2022,4,Rejeitado,Danificado durante o transporte,4,2
2935,Cortina,27/06/2022,01/07/2022,4,Aceito,,,4
2936,Estante,28/06/2022,02/07/2022,4,Rejeitado,Insatisfação com Qualidade,3,1
2937,Cortina,28/06/2022,03/07/2022,5,Aceito,,,5
2938,Estante,28/06/2022,30/06/2022,2,Aceito,,,4
2939,Cortina,28/06/2022,02/07/2022,4,Aceito,,,5
2940,Cortina,28/06/2022,01/07/2022,3,Aceito,,,4
2941,Estante,29/06/2022,03/07/2022,4,Aceito,,,4
2942,Cadeira de escritório,29/06/2022,01/07/2022,2,Aceito,,,5
2943,Cadeira de escritório,29/06/2022,04/07/2022,5,Aceito,,,5
2944,Cortina,29/06/2022,03/07/2022,4,Rejeitado,Danificado durante o transporte,1,1
2945,Cadeira de escritório,29/06/2022,02/07/2022,3,Aceito,,,5
2946,Estante,01/07/2022,05/07/2022,4,Aceito,,,5
2947,Estante,01/07/2022,03/07/2022,2,Aceito,,,5
2948,Cortina,01/07/2022,04/07/2022,3,Aceito,,,5
2949,Sofá,01/07/2022,04/07/2022,3,Aceito,,,4
2950,Quadro decorativo,02/07/2022,05/07/2022,3,Aceito,,,4
2951,Cadeira de escritório,02/07/2022,06/07/2022,4,Aceito,,,4
2952,Tapete,02/07/2022,03/07/2022,1,Aceito,,,3
2953,Estante,02/07/2022,04/07/2022,2,Aceito,,,3
2954,Mesa de jantar,02/07/2022,06/07/2022,4,Aceito,,,3
2955,Cama,03/07/2022,06/07/2022,3,Aceito,,,5
2956,Armário,03/07/2022,05/07/2022,2,Aceito,,,3
2957,Sofá,04/07/2022,10/07/2022,6,Aceito,,,5
2958,Armário,04/07/2022,08/07/2022,4,Aceito,,,5
2959,Mesa de jantar,04/07/2022,08/07/2022,4,Aceito,,,3
2960,Quadro decorativo,04/07/2022,07/07/2022,3,Rejeitado,Danificado durante o transporte,1,1
2961,Cadeira de escritório,04/07/2022,09/07/2022,5,Rejeitado,Danificado durante o transporte,6,1
2962,Luminária,04/07/2022,08/07/2022,4,Aceito,,,5
2963,Armário,05/07/2022,09/07/2022,4,Aceito,,,3
2964,Estante,05/07/2022,08/07/2022,3,Aceito,,,5
2965,Quadro decorativo,06/07/2022,10/07/2022,4,Aceito,,,3
2966,Quadro decorativo,06/07/2022,10/07/2022,4,Aceito,,,3
2967,Quadro decorativo,06/07/2022,10/07/2022,4,Aceito,,,3
2968,Cama,06/07/2022,10/07/2022,4,Rejeitado,Não conformidade,6,2
2969,Mesa de jantar,06/07/2022,10/07/2022,4,Aceito,,,3
2970,Sofá,08/07/2022,11/07/2022,3,Rejeitado,Insatisfação com Qualidade,2,2
2971,Quadro decorativo,08/07/2022,11/07/2022,3,Aceito,,,5
2972,Mesa de jantar,08/07/2022,14/07/2022,6,Rejeitado,Defeito no produto,6,1
2973,Luminária,08/07/2022,13/07/2022,5,Aceito,,,5
2974,Cortina,09/07/2022,12/07/2022,3,Aceito,,,5
2975,Mesa de jantar,10/07/2022,16/07/2022,6,Aceito,,,3
2976,Cama,10/07/2022,12/07/2022,2,Rejeitado,Defeito no produto,5,2
2977,Estante,10/07/2022,18/07/2022,8,Aceito,,,4
2978,Armário,10/07/2022,15/07/2022,5,Aceito,,,5
2979,Tapete,11/07/2022,15/07/2022,4,Aceito,,,5
2980,Luminária,11/07/2022,18/07/2022,7,Aceito,,,3
2981,Armário,11/07/2022,19/07/2022,8,Aceito,,,5
2982,Cadeira de escritório,11/07/2022,15/07/2022,4,Aceito,,,3
2983,Cama,11/07/2022,14/07/2022,3,Rejeitado,Danificado durante o transporte,6,1
2984,Cadeira de escritório,12/07/2022,16/07/2022,4,Aceito,,,5
2985,Cadeira de escritório,12/07/2022,15/07/2022,3,Aceito,,,5
2986,Sofá,13/07/2022,14/07/2022,1,Rejeitado,Defeito no produto,5,2
2987,Estante,15/07/2022,21/07/2022,6,Aceito,,,5
2988,Estante,15/07/2022,23/07/2022,8,Rejeitado,Danificado durante o transporte,3,1
2989,Luminária,16/07/2022,18/07/2022,2,Aceito,,,5
2990,Cortina,16/07/2022,18/07/2022,2,Aceito,,,4
2991,Tapete,16/07/2022,21/07/2022,5,Aceito,,,4
2992,Quadro decorativo,16/07/2022,24/07/2022,8,Rejeitado,Não conformidade,6,2
2993,Cama,16/07/2022,19/07/2022,3,Aceito,,,3
2994,Mesa de jantar,17/07/2022,23/07/2022,6,Rejeitado,Danificado durante o transporte,3,2
2995,Cama,17/07/2022,22/07/2022,5,Aceito,,,5
2996,Cama,17/07/2022,20/07/2022,3,Aceito,,,5
2997,Estante,18/07/2022,20/07/2022,2,Rejeitado,Não conformidade,3,1
2998,Cadeira de escritório,18/07/2022,21/07/2022,3,Aceito,,,3
2999,Sofá,18/07/2022,25/07/2022,7,Aceito,,,5
3000,Tapete,18/07/2022,24/07/2022,6,Aceito,,,5
3001,Quadro decorativo,18/07/2022,20/07/2022,2,Aceito,,,5
3002,Estante,19/07/2022,23/07/2022,4,Aceito,,,4
3003,Luminária,19/07/2022,22/07/2022,3,Rejeitado,Não conformidade,3,4
3004,Luminária,19/07/2022,25/07/2022,6,Rejeitado,Insatisfação com Qualidade,1,4
3005,Tapete,19/07/2022,26/07/2022,7,Aceito,,,5
3006,Cama,19/07/2022,22/07/2022,3,Aceito,,,5
3007,Estante,19/07/2022,23/07/2022,4,Aceito,,,5
3008,Mesa de jantar,20/07/2022,22/07/2022,2,Aceito,,,5
3009,Cadeira de escritório,20/07/2022,23/07/2022,3,Aceito,,,3
3010,Cadeira de escritório,20/07/2022,22/07/2022,2,Aceito,,,4
3011,Sofá,20/07/2022,25/07/2022,5,Aceito,,,5
3012,Cortina,20/07/2022,22/07/2022,2,Aceito,,,3
3013,Armário,20/07/2022,22/07/2022,2,Aceito,,,5
3014,Tapete,20/07/2022,24/07/2022,4,Aceito,,,5
3015,Armário,20/07/2022,24/07/2022,4,Aceito,,,3
3016,Quadro decorativo,21/07/2022,22/07/2022,1,Rejeitado,Danificado durante o transporte,3,2
3017,Cortina,21/07/2022,24/07/2022,3,Aceito,,,4
3018,Armário,22/07/2022,28/07/2022,6,Rejeitado,Danificado durante o transporte,2,1
3019,Luminária,22/07/2022,30/07/2022,8,Aceito,,,4
3020,Estante,22/07/2022,24/07/2022,2,Aceito,,,5
3021,Tapete,22/07/2022,26/07/2022,4,Aceito,,,3
3022,Armário,23/07/2022,30/07/2022,7,Aceito,,,3
3023,Quadro decorativo,23/07/2022,26/07/2022,3,Rejeitado,Defeito no produto,5,1
3024,Mesa de jantar,23/07/2022,27/07/2022,4,Aceito,,,3
3025,Sofá,23/07/2022,27/07/2022,4,Aceito,,,5
3026,Cadeira de escritório,23/07/2022,25/07/2022,2,Aceito,,,4
3027,Estante,24/07/2022,28/07/2022,4,Aceito,,,5
3028,Armário,24/07/2022,27/07/2022,3,Aceito,,,4
3029,Quadro decorativo,25/07/2022,02/08/2022,8,Aceito,,,3
3030,Cama,25/07/2022,29/07/2022,4,Aceito,,,5
3031,Luminária,25/07/2022,27/07/2022,2,Aceito,,,5
3032,Estante,26/07/2022,01/08/2022,6,Rejeitado,Insatisfação com Qualidade,4,2
3033,Cadeira de escritório,26/07/2022,02/08/2022,7,Aceito,,,4
3034,Luminária,26/07/2022,29/07/2022,3,Rejeitado,Danificado durante o transporte,3,1
3035,Estante,26/07/2022,29/07/2022,3,Aceito,,,5
3036,Cadeira de escritório,26/07/2022,29/07/2022,3,Aceito,,,5
3037,Cadeira de escritório,27/07/2022,31/07/2022,4,Rejeitado,Defeito no produto,2,2
3038,Quadro decorativo,27/07/2022,02/08/2022,6,Aceito,,,3
3039,Quadro decorativo,27/07/2022,30/07/2022,3,Aceito,,,5
3040,Cama,28/07/2022,04/08/2022,7,Aceito,,,5
3041,Cama,28/07/2022,03/08/2022,6,Rejeitado,Defeito no produto,4,1
3042,Mesa de jantar,28/07/2022,02/08/2022,5,Rejeitado,Insatisfação com Qualidade,2,2
3043,Armário,28/07/2022,31/07/2022,3,Aceito,,,3
3044,Sofá,28/07/2022,02/08/2022,5,Aceito,,,4
3045,Armário,29/07/2022,02/08/2022,4,Aceito,,,4
3046,Cadeira de escritório,29/07/2022,02/08/2022,4,Aceito,,,4
3047,Mesa de jantar,29/07/2022,01/08/2022,3,Rejeitado,Insatisfação com Qualidade,3,2
3048,Cortina,29/07/2022,01/08/2022,3,Aceito,,,5
3049,Cama,30/07/2022,01/08/2022,2,Rejeitado,Danificado durante o transporte,4,2
3050,Luminária,30/07/2022,01/08/2022,2,Aceito,,,4
3051,Cama,30/07/2022,03/08/2022,4,Rejeitado,Danificado durante o transporte,6,2
3052,Cortina,30/07/2022,03/08/2022,4,Rejeitado,Danificado durante o transporte,3,2
3053,Sofá,31/07/2022,02/08/2022,2,Aceito,,,4
3054,Luminária,31/07/2022,03/08/2022,3,Aceito,,,5
3055,Sofá,31/07/2022,08/08/2022,8,Rejeitado,Defeito no produto,3,2
3056,Sofá,31/07/2022,06/08/2022,6,Aceito,,,4
3057,Estante,31/07/2022,01/08/2022,1,Aceito,,,5
3058,Armário,31/07/2022,04/08/2022,4,Aceito,,,5
3059,Cortina,31/07/2022,03/08/2022,3,Aceito,,,3
3060,Armário,31/07/2022,04/08/2022,4,Aceito,,,5
3061,Tapete,01/08/2022,04/08/2022,3,Aceito,,,5
3062,Estante,01/08/2022,04/08/2022,3,Aceito,,,3
3063,Cama,01/08/2022,04/08/2022,3,Rejeitado,Defeito no produto,4,1
3064,Estante,02/08/2022,05/08/2022,3,Aceito,,,4
3065,Cortina,02/08/2022,05/08/2022,3,Aceito,,,3
3066,Cadeira de escritório,02/08/2022,08/08/2022,6,Aceito,,,4
3067,Sofá,02/08/2022,04/08/2022,2,Rejeitado,Danificado durante o transporte,5,1
3068,Estante,02/08/2022,05/08/2022,3,Aceito,,,5
3069,Sofá,03/08/2022,07/08/2022,4,Rejeitado,Não conformidade,5,1
3070,Armário,03/08/2022,06/08/2022,3,Aceito,,,5
3071,Mesa de jantar,03/08/2022,07/08/2022,4,Rejeitado,Danificado durante o transporte,5,2
3072,Cortina,03/08/2022,07/08/2022,4,Aceito,,,5
3073,Cortina,03/08/2022,07/08/2022,4,Aceito,,,5
3074,Sofá,04/08/2022,09/08/2022,5,Aceito,,,5
3075,Armário,04/08/2022,09/08/2022,5,Aceito,,,4
3076,Luminária,04/08/2022,08/08/2022,4,Aceito,,,5
3077,Sofá,05/08/2022,07/08/2022,2,Aceito,,,5
3078,Estante,05/08/2022,11/08/2022,6,Rejeitado,Danificado durante o transporte,6,2
3079,Cortina,05/08/2022,08/08/2022,3,Rejeitado,Insatisfação com Qualidade,6,2
3080,Tapete,06/08/2022,09/08/2022,3,Aceito,,,5
3081,Cortina,06/08/2022,10/08/2022,4,Aceito,,,4
3082,Estante,07/08/2022,11/08/2022,4,Aceito,,,5
3083,Quadro decorativo,08/08/2022,11/08/2022,3,Aceito,,,5
3084,Quadro decorativo,08/08/2022,10/08/2022,2,Aceito,,,5
3085,Cadeira de escritório,08/08/2022,12/08/2022,4,Aceito,,,5
3086,Estante,08/08/2022,12/08/2022,4,Aceito,,,4
3087,Cadeira de escritório,08/08/2022,11/08/2022,3,Rejeitado,Danificado durante o transporte,3,1
3088,Sofá,09/08/2022,11/08/2022,2,Aceito,,,5
3089,Luminária,09/08/2022,10/08/2022,1,Rejeitado,Insatisfação com Qualidade,6,1
3090,Luminária,09/08/2022,13/08/2022,4,Aceito,,,5
3091,Quadro decorativo,09/08/2022,15/08/2022,6,Aceito,,,3
3092,Mesa de jantar,10/08/2022,12/08/2022,2,Aceito,,,3
3093,Quadro decorativo,11/08/2022,14/08/2022,3,Aceito,,,5
3094,Armário,12/08/2022,16/08/2022,4,Aceito,,,5
3095,Luminária,12/08/2022,15/08/2022,3,Aceito,,,5
3096,Luminária,12/08/2022,15/08/2022,3,Rejeitado,Insatisfação com Qualidade,6,1
3097,Mesa de jantar,13/08/2022,17/08/2022,4,Rejeitado,Danificado durante o transporte,3,2
3098,Quadro decorativo,14/08/2022,16/08/2022,2,Aceito,,,5
3099,Cadeira de escritório,14/08/2022,18/08/2022,4,Aceito,,,4
3100,Cortina,14/08/2022,15/08/2022,1,Aceito,,,5
3101,Mesa de jantar,14/08/2022,18/08/2022,4,Rejeitado,Danificado durante o transporte,2,1
3102,Cadeira de escritório,17/08/2022,19/08/2022,2,Aceito,,,3
3103,Estante,17/08/2022,23/08/2022,6,Aceito,,,4
3104,Mesa de jantar,17/08/2022,25/08/2022,8,Aceito,,,3
3105,Cortina,18/08/2022,20/08/2022,2,Aceito,,,3
3106,Armário,18/08/2022,22/08/2022,4,Aceito,,,4
3107,Armário,18/08/2022,22/08/2022,4,Aceito,,,5
3108,Luminária,18/08/2022,22/08/2022,4,Aceito,,,5
3109,Armário,19/08/2022,22/08/2022,3,Aceito,,,5
3110,Quadro decorativo,20/08/2022,25/08/2022,5,Aceito,,,3
3111,Cadeira de escritório,20/08/2022,27/08/2022,7,Aceito,,,5
3112,Sofá,20/08/2022,21/08/2022,1,Aceito,,,5
3113,Luminária,21/08/2022,23/08/2022,2,Aceito,,,3
3114,Estante,22/08/2022,27/08/2022,5,Aceito,,,5
3115,Quadro decorativo,22/08/2022,28/08/2022,6,Rejeitado,Insatisfação com Qualidade,2,2
3116,Quadro decorativo,22/08/2022,26/08/2022,4,Aceito,,,3
3117,Cadeira de escritório,22/08/2022,25/08/2022,3,Rejeitado,Defeito no produto,1,2
3118,Cama,22/08/2022,26/08/2022,4,Aceito,,,3
3119,Mesa de jantar,22/08/2022,27/08/2022,5,Rejeitado,Não conformidade,1,1
3120,Sofá,22/08/2022,25/08/2022,3,Rejeitado,Defeito no produto,1,1
3121,Mesa de jantar,23/08/2022,27/08/2022,4,Aceito,,,3
3122,Mesa de jantar,23/08/2022,28/08/2022,5,Aceito,,,3
3123,Mesa de jantar,23/08/2022,29/08/2022,6,Aceito,,,3
3124,Cortina,24/08/2022,31/08/2022,7,Aceito,,,5
3125,Mesa de jantar,24/08/2022,26/08/2022,2,Aceito,,,3
3126,Luminária,25/08/2022,30/08/2022,5,Aceito,,,4
3127,Cama,25/08/2022,30/08/2022,5,Aceito,,,5
3128,Cadeira de escritório,25/08/2022,29/08/2022,4,Aceito,,,3
3129,Quadro decorativo,26/08/2022,29/08/2022,3,Rejeitado,Danificado durante o transporte,2,2
3130,Armário,26/08/2022,31/08/2022,5,Rejeitado,Danificado durante o transporte,4,1
3131,Quadro decorativo,26/08/2022,27/08/2022,1,Aceito,,,3
3132,Armário,27/08/2022,29/08/2022,2,Aceito,,,5
3133,Tapete,28/08/2022,04/09/2022,7,Aceito,,,5
3134,Cortina,29/08/2022,31/08/2022,2,Aceito,,,5
3135,Mesa de jantar,31/08/2022,04/09/2022,4,Aceito,,,3
3136,Armário,31/08/2022,05/09/2022,5,Aceito,,,5
3137,Estante,31/08/2022,03/09/2022,3,Aceito,,,3
3138,Cortina,31/08/2022,02/09/2022,2,Aceito,,,3
3139,Quadro decorativo,31/08/2022,03/09/2022,3,Aceito,,,3
3140,Armário,01/09/2022,04/09/2022,3,Aceito,,,4
3141,Cadeira de escritório,01/09/2022,05/09/2022,4,Aceito,,,3
3142,Tapete,01/09/2022,04/09/2022,3,Aceito,,,4
3143,Cortina,01/09/2022,03/09/2022,2,Aceito,,,3
3144,Armário,01/09/2022,04/09/2022,3,Aceito,,,4
3145,Armário,02/09/2022,08/09/2022,6,Rejeitado,Danificado durante o transporte,6,1
3146,Sofá,03/09/2022,07/09/2022,4,Rejeitado,Insatisfação com Qualidade,2,2
3147,Cama,03/09/2022,06/09/2022,3,Rejeitado,Insatisfação com Qualidade,2,1
3148,Luminária,04/09/2022,07/09/2022,3,Aceito,,,4
3149,Cama,04/09/2022,07/09/2022,3,Aceito,,,5
3150,Sofá,04/09/2022,09/09/2022,5,Rejeitado,Danificado durante o transporte,6,1
3151,Armário,04/09/2022,07/09/2022,3,Aceito,,,5
3152,Luminária,05/09/2022,11/09/2022,6,Aceito,,,4
3153,Mesa de jantar,05/09/2022,09/09/2022,4,Rejeitado,Insatisfação com Qualidade,5,2
3154,Cama,06/09/2022,10/09/2022,4,Aceito,,,5
3155,Sofá,06/09/2022,08/09/2022,2,Aceito,,,3
3156,Quadro decorativo,06/09/2022,09/09/2022,3,Aceito,,,5
3157,Estante,06/09/2022,09/09/2022,3,Aceito,,,3
3158,Tapete,06/09/2022,09/09/2022,3,Rejeitado,Danificado durante o transporte,1,1
3159,Estante,06/09/2022,09/09/2022,3,Aceito,,,4
3160,Luminária,06/09/2022,11/09/2022,5,Aceito,,,5
3161,Cortina,07/09/2022,11/09/2022,4,Aceito,,,4
3162,Cama,07/09/2022,09/09/2022,2,Aceito,,,4
3163,Sofá,08/09/2022,11/09/2022,3,Rejeitado,Defeito no produto,1,1
3164,Sofá,08/09/2022,11/09/2022,3,Aceito,,,5
3165,Sofá,08/09/2022,15/09/2022,7,Aceito,,,5
3166,Mesa de jantar,10/09/2022,16/09/2022,6,Aceito,,,3
3167,Armário,10/09/2022,14/09/2022,4,Aceito,,,5
3168,Tapete,10/09/2022,13/09/2022,3,Rejeitado,Insatisfação com Qualidade,6,2
3169,Quadro decorativo,10/09/2022,13/09/2022,3,Rejeitado,Danificado durante o transporte,5,2
3170,Luminária,11/09/2022,15/09/2022,4,Aceito,,,3
3171,Cortina,11/09/2022,14/09/2022,3,Aceito,,,5
3172,Quadro decorativo,11/09/2022,14/09/2022,3,Aceito,,,5
3173,Armário,12/09/2022,18/09/2022,6,Aceito,,,5
3174,Luminária,12/09/2022,15/09/2022,3,Aceito,,,5
3175,Cortina,12/09/2022,15/09/2022,3,Aceito,,,5
3176,Tapete,12/09/2022,16/09/2022,4,Rejeitado,Danificado durante o transporte,4,2
3177,Cama,13/09/2022,17/09/2022,4,Aceito,,,5
3178,Tapete,13/09/2022,19/09/2022,6,Aceito,,,5
3179,Quadro decorativo,13/09/2022,15/09/2022,2,Aceito,,,3
3180,Mesa de jantar,13/09/2022,17/09/2022,4,Aceito,,,3
3181,Luminária,14/09/2022,16/09/2022,2,Rejeitado,Danificado durante o transporte,5,2
3182,Mesa de jantar,16/09/2022,18/09/2022,2,Aceito,,,5
3183,Cortina,16/09/2022,23/09/2022,7,Aceito,,,4
3184,Quadro decorativo,16/09/2022,20/09/2022,4,Aceito,,,3
3185,Luminária,16/09/2022,20/09/2022,4,Rejeitado,Não conformidade,4,2
3186,Luminária,16/09/2022,18/09/2022,2,Rejeitado,Danificado durante o transporte,3,1
3187,Estante,17/09/2022,23/09/2022,6,Rejeitado,Insatisfação com Qualidade,5,2
3188,Cama,18/09/2022,21/09/2022,3,Rejeitado,Danificado durante o transporte,6,2
3189,Cortina,18/09/2022,22/09/2022,4,Aceito,,,3
3190,Armário,19/09/2022,22/09/2022,3,Rejeitado,Danificado durante o transporte,1,1
3191,Cortina,20/09/2022,23/09/2022,3,Rejeitado,Não conformidade,6,1
3192,Cadeira de escritório,20/09/2022,21/09/2022,1,Aceito,,,3
